,id,artist,album,date,duration,description,thumbnail,views,score,genre,shirt,shirt_rgb
1488,dbP8F2bnfIc,"""Weird Al"" Yankovic",Mandatory Fun,2014-07-24T00:33:29Z,PT10M1S,"listen: <url>  ""weird al"" is back and sounding funnier than ever on his most timely and sharp album in years.   more reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: foil, handy, word crimes, sports song, tacky,   least fav track: inactive  ""weird al"" yankovic - mandatory fun /  2014 / volcano / musical parody, comedy rock, comedy rap, big laughs and tons of fun  7/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/dbP8F2bnfIc/hqdefault.jpg,285808,7.0,"['musical parody', 'comedy rock', 'comedy rap', 'big laughs and tons of fun']",other,"[(164, 98, 82), (216, 209, 195), (188, 180, 156)]"
1489,Wc1nLKO2daI,La Roux,Trouble In Paradise,2014-07-21T14:27:45Z,PT7M39S,"listen: <url>  for her sophomore release, uk pop artist elly jackson, a.k.a. la roux, drops a slightly nostalgic synth pop album about the rockier side of love.  more pop reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: uptight downtown, let me down gently, kiss and not tell, silent partner,   least fav track: the feeling  la roux - trouble in paradise / 2014 / polydor / synth pop, new wave, electropop  8/10 <url>  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/Wc1nLKO2daI/hqdefault.jpg,80068,8.0,"['synth pop', 'new wave', 'electropop']",other,"[(44, 28, 27), (119, 102, 99), (92, 84, 81)]"
1490,NDq4wuxZdh0,The Orwells,Disgracedland,2014-07-20T15:07:08Z,PT6M26S,"listen: <url>  more rock reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  the orwells - disgraced land / 2014 / canvasback / garage rock, garage punk  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/NDq4wuxZdh0/hqdefault.jpg,28455,,"['garage rock', 'garage punk']",other,"[(49, 53, 49), (226, 227, 226), (160, 195, 181)]"
1491,WciHRKHwBuA,Panopticon,Roads To The North,2014-07-18T18:13:02Z,PT7M38S,"listen: <url>  the latest album from panopticon not only combines black metal with bluegrass and american folk music, but it's a bonafide musical epic as well.  more loud rock reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: the echoes of a disharmonic evensong, where the mountain pierce the sky, the long road pt. 1, the long road pt. 2, chase the grain  least fav track: in silence  panopticon - roads to the north / 2014 / bindrune & norvdis / black metal, blue grass, folk, folk metal  8/10 <url>  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/WciHRKHwBuA/hqdefault.jpg,72889,8.0,"['black metal', 'blue grass', 'folk', 'folk metal']",other,"[(99, 72, 43), (206, 170, 95), (178, 149, 90)]"
1492,qy-tfRCoGGc,Deadmau5,While (1 Is Less Than 2),2014-07-17T15:22:30Z,PT7M3S,"listen: <url>  deadmau5' new, double album showcases much more finesse and maturity than his past releases. his usual house bangers are dark, textured. meanwhile, much of the second disc feels like it was inspired by some in-depth listens to a film score or two.  more electronic reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: avaritia, coelacanth i, my pet coelacanth, intra turbo pigcart racer, phantoms can't hang, rlyehs lament, mercedes, monday  least fav track: ice age (deadmau5 remix)  deadmau5 - while (1 is less than 2) / mau5trap / 2014 / progressive house, fidget house, tech house, electro house, house, edm,   7/10 & 5/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/qy-tfRCoGGc/hqdefault.jpg,159163,7.0,"['progressive house', 'fidget house', 'tech house', 'electro house', 'house', 'edm', '']",other,"[(39, 33, 33), (141, 131, 131), (116, 116, 116)]"
1493,PiL_FfqyVfk,Sia,1000 Forms of Fear,2014-07-16T18:39:40Z,PT6M28S,"listen: <url>  sia drums up some classy and tasteful radio-ready hits on her most commercial album yet.  more pop reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: chandelier, burn the pages, eye of the needle, hostage, fair game, free the animal, fire meet gasoline, dressed in black  least fav track: big girls cry  sia - 1000 forms of fear / 2014 / monkey puzzle & rca / electropop, contemporary r&b  7/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/PiL_FfqyVfk/hqdefault.jpg,114573,7.0,"['electropop', 'contemporary r&b']",other,"[(31, 25, 26), (144, 133, 132), (108, 100, 98)]"
1494,vekiCfWRstU,Wolves In the Throne Room,Celestite,2014-07-15T14:16:13Z,PT7M26S,"listen: <url>  wolves in the throne room come through with an electronic and ambient change of pace on this new record of theirs.  more experimental / other reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: celestite mirror, sleeping golden storm, bridge of leaves  least fav track: turning ever towards the sun  wolves in the throne room - celestite / 2014 / artemisia / progressive electronic, progressive synth, ambient, drone, drone doom, drone metal  8/10 <url>  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/vekiCfWRstU/hqdefault.jpg,69922,8.0,['other reviews: http://bit.ly/1zleut7'],other,"[(190, 124, 73), (47, 27, 19), (109, 47, 18)]"
1495,SRC5BGunQ7s,Lazer/Wulf,The Beast of Left and Right,2014-07-14T12:41:03Z,PT4M25S,"listen: <url>  the mostly instrumental metal trio lazer/wulf drops a progressive, conceptual set of tracks that are a fun and visceral listen.  more metal reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: lagarto, the triple trap, beast reality (center piece), choose again (left path)  least fav track: mutual end  lazer/wulf - the beast of left and right / 2014 / retrofuturist / thrash metal, math rock, progressive metal  7/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/SRC5BGunQ7s/hqdefault.jpg,19088,7.0,"['thrash metal', 'math rock', 'progressive metal']",yellow_check,"[(173, 156, 154), (56, 43, 41), (102, 81, 71)]"
1496,iPquW4HcwV0,Wreck and Reference,Want,2014-07-08T01:35:35Z,PT4M27S,"listen: <url>  wreck and reference serve up a slightly different, and more dismal, blend of extreme music styles coming together on this new album of theirs. however, the song structures still leave a lot to be desired.  more other reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: corpse museum, a glass cage for an animal, apologies, stranger, fill this hole  least fav track: machine of confusion  wreck and reference - want / 2014 / the flenser / experimental rock, noise, drone, some kind of weird and dark metal music that isn't really metal but is also amazingly dark  6/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?  shoutouts! rapgenius eminem",https://i.ytimg.com/vi/iPquW4HcwV0/hqdefault.jpg,31692,6.0,"['experimental rock', 'noise', 'drone', ""some kind of weird and dark metal music that isn't really metal but is also amazingly dark""]",white_check,"[(177, 157, 157), (35, 18, 18), (94, 65, 59)]"
1497,M0EU9vXGHgk,A Sunny Day In Glasgow,Sea When Absent,2014-07-04T15:26:52Z,PT6M11S,"listen: <url>  the new sunny day in glasgow record is riddled with messy imperfections, but it's also one of the most creatively produced shoegaze and noise pop albums in the last few years.  more pop reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: in love with useless, mtlov, crushin, the body, it bends,   least fav track: never nothing (it's alright [it's ok])  a sunny day in glasgow - sea when absent / 2014 / lefse / shoegaze, noise pop, twee pop  7/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/M0EU9vXGHgk/hqdefault.jpg,41409,7.0,"['shoegaze', 'noise pop', 'twee pop']",red_check,"[(88, 25, 23), (189, 52, 43), (169, 126, 103)]"
1498,3MnBA__QrfY,USA Out of Vietnam,Crashing Diseases and Incurable Airplanes,2014-07-03T03:52:28Z,PT4M54S,"listen: <url>  usa out of vietnam's debut delivers some pretty impressive, experimental post-rock tunes. it's not perfect, but this record certainly makes this outfit a band to watch.  more rock reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: archangel, you are a comet, you are on fire, tonight, the dead walk  least fav track: asphodel i / 1322  usa out of vietnam - crashing diseases and incurable airplanes / 2014 / new damage records / post-rock, experimental rock, sludge metal, drone  7/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh? ",https://i.ytimg.com/vi/3MnBA__QrfY/hqdefault.jpg,27531,7.0,['1322'],other,"[(32, 24, 25), (216, 203, 199), (140, 132, 127)]"
1499,BqH_kA0BN98,Apathy,Connecticut Casual,2014-06-29T23:10:28Z,PT8M29S,"listen: <url>  east coast rapper apathy drops an album with a strong sense of hometown pride.  more hip hop reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: connecticut casual, back in new england, don't give up the ship, the kennedy curse, martha moxley, jack ruby, the grand leveler  least fav track: underground chick  apathy - connecticut casual / 2014 / self-released / boom bap, east coast hip hop, hardcore hip hop  8/10 <url>  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/BqH_kA0BN98/hqdefault.jpg,59606,8.0,"['boom bap', 'east coast hip hop', 'hardcore hip hop']",other,"[(33, 21, 19), (144, 118, 64), (108, 92, 52)]"
1500,Lyf7TP5pdYQ,Mastodon,Once More 'Round the Sun,2014-06-26T17:22:46Z,PT5M37S,"listen: <url>  metal outfit mastodon drops the significantly more likable sequel to 2011's the hunter.  more loud rock reviews:  <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: chimes at midnight, ember city, asleep in the deep  least fav track: the motherload  mastodon - once more 'round the sun / 2014 /   7/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/Lyf7TP5pdYQ/hqdefault.jpg,139466,7.0,[''],other,"[(145, 132, 119), (35, 53, 46), (132, 50, 41)]"
1501,VRclyW74J_k,Ab,Soul,2014-06-25T17:30:59Z,PT7M26S,"listen: <url>  ab-soul makes an unsuccessful move toward accessibility on this latest record of his.  more hip hop reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: tree of life, just have fun, kendrick lamar's interlude, stigmata, ride slow, the ending rap battle between ab and daylyt  least fav track: twact  ab-soul - these days / tde / 2014 / conscious hip hop, pop rap, trap rap, west coast hip hop  5/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/VRclyW74J_k/hqdefault.jpg,173128,5.0,"['conscious hip hop', 'pop rap', 'trap rap', 'west coast hip hop']",red_check,"[(90, 26, 24), (189, 51, 43), (166, 130, 113)]"
1502,r4Wtbsz3EkU,Open Mike Eagle,Dark Comedy,2014-06-24T16:45:45Z,PT6M59S,"listen: <url>  hellfyre club's open mike eagle drops his best album yet!  more hip hop reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: qualifiers, thirsty ego raps, golden age raps, doug stamper, jon lovitz, a history of modern dance, informations  least fav track: idaho  open mike eagle - dark comedy / 2014 / mello music group / art raps  8/10 <url>  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?  shoutouts! hellfyre club milo",https://i.ytimg.com/vi/r4Wtbsz3EkU/hqdefault.jpg,103713,8.0,['art raps'],other,"[(243, 230, 224), (207, 160, 126), (196, 172, 172)]"
1503,f-b5PravLXk,The Soft Pink Truth,Why Do The Heathen Rage?,2014-06-23T17:11:57Z,PT5M32S,"listen: <url>  drew daniel of matmos embarks upon some truly unforseen black metal covers on this latest album of his under the soft pink truth name.  more electronic reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: black metal, satanic black devotion, maniac, grim and frostbitten gaybar, beholding the throne of might  least fav track: let there be ebola frost  the soft pink truth - why do the heathen rage? / 2014 / thrill jockey / insane black metal covers  7/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/f-b5PravLXk/hqdefault.jpg,27825,7.0,['insane black metal covers'],other,"[(29, 21, 20), (214, 203, 201), (140, 140, 140)]"
1504,2XdD_BJ5D18,Caustic Window,Self,2014-06-23T13:37:29Z,PT3M10S,"listen: <url>  a lost aphex twin album from the 90s resurfaces for the whole internet to hear.  more electronic reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks:fingertips, stomper 101mod detunekik, airflow, squidge in the ridge, cunt  least fav track: fingry  caustic window - self-titled / 2014 / internet / idm, acid techno, acid house, ambient techno,   6/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?  shoutouts! million dollar extreme...u funny, man",https://i.ytimg.com/vi/2XdD_BJ5D18/hqdefault.jpg,52511,6.0,"['idm', 'acid techno', 'acid house', 'ambient techno', '']",other,"[(56, 48, 47), (168, 157, 156), (140, 140, 136)]"
1505,26axVHigRdY,Lone,Reality Testing,2014-06-20T16:11:15Z,PT4M11S,"listen: <url>  the approach lone took to his latest record here is shockingly basic, and a disheartening departure from the vibrant, upbeat instrumentals on his last lp.  more electronic reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: begin to begin  least fav track: airglow fires  lone - reality testing / 2014 / r&s records / instrumental hip hop, glitch hop, wonky, house, idm  3/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/26axVHigRdY/hqdefault.jpg,40059,3.0,"['instrumental hip hop', 'glitch hop', 'wonky', 'house', 'idm']",other,"[(84, 77, 84), (165, 129, 130), (148, 148, 153)]"
1506,VezTFmabGWo,Death Grips,The Powers That B Pt. 1 a.k.a. N***** On The Moon,2014-06-17T17:05:07Z,PT7M5S,"listen: <url>  death grips are at their most glitchy, experimental, and esoteric on the first half of their new album.  more hip hop reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  death grips - the powers that b pt. 1 a.k.a. niggas on the moon / 2014 / self-released / industrial   not yet/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/VezTFmabGWo/hqdefault.jpg,398241,,['industrial '],other,"[(37, 31, 29), (237, 156, 128), (136, 120, 112)]"
1507,SXDRPJLqh8Y,Lana Del Rey,Ultraviolence,2014-06-16T18:54:46Z,PT6M22S,"listen: <url>  behold, the epitome of superficial nostalgia!  more pop reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: the other woman  least fav track: sad girl  lana del rey - ultraviolence / 2014 / interscope / baroque pop, chamber pop, vintage vocal pop  2/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/SXDRPJLqh8Y/hqdefault.jpg,408844,2.0,"['baroque pop', 'chamber pop', 'vintage vocal pop']",other,"[(33, 29, 34), (214, 215, 215), (132, 140, 140)]"
1508,9fIpMIsf_o0,Mayhem,Esoteric Warfare,2014-06-12T16:56:51Z,PT5M25S,"listen: <url>  mayhem returns with a new record and an old school black metal sound.  more loud rock reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: psywar, throne of time, corpse of care, vi sec, posthuman  least fav track: watchers  mayhem - esoteric warfare / season of mist / 2014 / black metal, avant-garde metal  7/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/9fIpMIsf_o0/hqdefault.jpg,108186,7.0,"['black metal', 'avant-garde metal']",other,"[(35, 30, 32), (85, 48, 41), (61, 41, 36)]"
1509,__MzJoGgYLk,Jack White,Lazaretto,2014-06-11T13:34:00Z,PT6M32S,"listen: <url>  jack white's sophomore lp might be instrumentally lavish, but these emotionally vacant songs features some of his worst tunes since the demise of the white stripes.  more rock reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: would you fight for my love, lazaretto, high ball stepper  least fav track: want and able  jack white - lazaretto / third man records / 2014 / blues rock, country rock, garage rock  5/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/__MzJoGgYLk/hqdefault.jpg,215823,5.0,"['blues rock', 'country rock', 'garage rock']",other,"[(196, 143, 109), (39, 27, 21), (127, 62, 44)]"
1510,0k_hTuQiU8E,Trap Them,Blissfucker,2014-06-10T12:05:42Z,PT3M32S,"listen: <url>  trap them's latest record might be loud, but the flavorless production and forgettable riffs do these songs no favors.  more loud rock reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: gift and gift unsteady, organic infernal  least fav track: bad nones  trap them - blissfucker / 2014 / prosthetic / crust punk, hardcore punk, heavy nihilistic sludge punk  5/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?  shoutouts! /mu/",https://i.ytimg.com/vi/0k_hTuQiU8E/hqdefault.jpg,39348,5.0,"['crust punk', 'hardcore punk', 'heavy nihilistic sludge punk']",other,"[(40, 37, 37), (190, 193, 191), (145, 151, 146)]"
1511,Blz9I0q2Hq8,Ben Frost,A U R O R A,2014-06-06T18:27:59Z,PT6M14S,"listen: <url>  the new ben frost album is harsh as well, but the musical compositions behind the noise fail to be gripping.  more experimental / other reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: venter  least fav track: the teeth behind kisses  ben frost - a u r o r a / 2014 / mute / electronic, noise, dark ambient, drone, experimental, industrial  5/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/Blz9I0q2Hq8/hqdefault.jpg,42084,5.0,['other reviews: http://bit.ly/1p3dj0s'],other,"[(24, 20, 21), (65, 45, 43), (52, 44, 42)]"
1512,Od3bBCq5mkY,Blu,Good To Be Home,2014-06-05T23:12:36Z,PT7M7S,"listen: <url>  blu's latest album is pure ambition hampered by an incredibly weak recording.  more hip hop reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: the return, boys n the hood, red & gold, child support, he man, angel dust, brown sugar, can't stop, won't stop  least fav track: back home again  blu - good to be home / 2014 / nature sounds / jazz rap, west coast hip hop, g-funk,   6/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/Od3bBCq5mkY/hqdefault.jpg,56682,6.0,"['jazz rap', 'west coast hip hop', 'g-funk', '']",other,"[(204, 196, 206), (157, 149, 161), (164, 156, 172)]"
1513,QZkHxln2jQw,Parquet Courts,Sunbathing Animal,2014-06-05T16:12:09Z,PT5M6S,"listen: <url>  the latest effort from parquet courts record is art punk minimalism stretched out to nearly excruciating lengths.  more rock reviews: <url>  what did you think of this album? love it? hate it? why? what should i review next, eh?  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: black and white, sunbathing animal  least fav track: up all night  parquet courts - sunbathing animal / 2014 / what's your rupture? / post-punk, indie rock, garage rock, punk rock  4/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/QZkHxln2jQw/hqdefault.jpg,61596,4.0,"['post-punk', 'indie rock', 'garage rock', 'punk rock']",other,"[(30, 26, 29), (191, 176, 168), (140, 140, 140)]"
1514,Rhxuyujfep8,RiFF RAFF,NEON iCON,2014-06-04T15:21:19Z,PT5M54S,"listen: <url>  on his biggest commercial release to date, enigmatic rapper riff raff brings a heightened version of the goofy, hilarious trap rap that he's known for, but he doesn't do it consistently  more hip hop reviews: <url>  what did you think of this album? love it? hate it? why? what should i review next, eh?  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: wetter than tsunami, intro, lava glaciers, tip toe wing in my jawdinz, aquaberry dolphin, how to be the man  least fav track:  riff raff - neon icon / 2014 / mad decent / trap rap, pop rap, comedy rap  5/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?  shoutouts! <url> for the sweet clip art",https://i.ytimg.com/vi/Rhxuyujfep8/hqdefault.jpg,252084,5.0,"['trap rap', 'pop rap', 'comedy rap']",other,"[(8, 7, 7), (204, 152, 119), (124, 100, 84)]"
1515,FihAfj0FALk,Coldplay,Ghost Stories,2014-06-03T13:14:50Z,PT6M22S,"listen: <url>  coldplay's ghost stories is their dreamiest, most serene effort thus far.  more pop reviews: <url>  what did you think of this album? love it? hate it? why? what should i review next, eh?  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: magic, true love (sorta)  least fav track: a sky full of stars  coldplay - ghost stories / 2014 / parlophone / pop rock, dream pop, ambient pop, sterile pop rock  4/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/FihAfj0FALk/hqdefault.jpg,271040,4.0,"['pop rock', 'dream pop', 'ambient pop', 'sterile pop rock']",other,"[(102, 77, 49), (214, 180, 103), (182, 151, 91)]"
1516,su4ZsUDJWcQ,clipping.,CLPPNG,2014-06-02T14:34:01Z,PT8M2S,"listen: <url>  clipping lives up to hip hop tradition and pushes ""noise hop"" unorthodoxy on their sophomore album.  more hip hop reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: intro, body & blood, work work, summertime, taking off, get up, or die, inside out, sotry 2, dominoes, ends  least fav track: tonight  clipping. - clppng / sub pop records / 2014 / experimental hip hop, abstract hip hop, industrial hip hop, spoken word, hardcore hip hip, glitchy gangsta rap or ""glitch-sta rap""  9/10 <url>   y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/su4ZsUDJWcQ/hqdefault.jpg,266393,9.0,"['experimental hip hop', 'abstract hip hop', 'industrial hip hop', 'spoken word', 'hardcore hip hip', 'glitchy gangsta rap or ""glitch-sta rap""']",other,"[(38, 31, 46), (210, 210, 209), (140, 148, 148)]"
1517,k53xc1uVMXM,Eyehategod,Self,2014-05-30T16:39:11Z,PT6M51S,"listen: <url>  famed sludge metal outfit eyehategod is back with their first album in 14 years.  more loud rock reviews: <url>  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: quitter's offensive, nobody told me, medicine noose, the age of bootcamp  least fav track: trying to crack the hard dollar  eyehategod - self-titled / 2014 / century media / sludge metal, hardcore punk, doom metal  6/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/k53xc1uVMXM/hqdefault.jpg,82064,6.0,"['sludge metal', 'hardcore punk', 'doom metal']",red_check,"[(90, 26, 25), (188, 46, 39), (162, 133, 122)]"
1518,VFBMewMCCxQ,Sharon Van Etten,Are We There,2014-05-29T18:06:05Z,PT6M48S,"listen: <url>  new york singer-songwriter sharon van etten tests patience with a slow burner of a new record.  what did you think of this album? love it? hate it? why? what should i review next, eh?  subscribe: <url>  official site: <url>  tnd twitter: <url>  tnd facebook: <url>  support tnd: <url>  fav tracks: taking chances, your love is killing me, tarifa, nothing will change  least fav track: our love  sharon van etten - are we there / 2014 / jagjaguwar / singer-songwriter, indie folk  6/10  y'all know this is just my opinion, right? what did you think of this album? love it? hate it? why? what should i review next, eh?",https://i.ytimg.com/vi/VFBMewMCCxQ/hqdefault.jpg,35933,6.0,"['singer-songwriter', 'indie folk']",other,"[(177, 68, 57), (67, 15, 12), (232, 170, 142)]"
1519,A46QN81TRQc,Owen Pallett,In Conflict,2014-05-29T17:36:58Z,PT6M13S,"listen: <url>  composer and songwriter owen pallett takes a number of instrumental risks on this new album of his.  what did you think of this album? love it? hate it? why? what should i review next, eh?  follow tnd on twitter: <url>  like tnd on facebook: <url>  support tnd: <url>  <url>  fav tracks: in conflict, the passions, infernal fantasy, the riverbed, on a path  least fav track: sky behind the flag  owen pallett - in conflict / domino records / 2014 / chamber pop, indie pop, baroque pop  7/10  y'all know this is just my opinion, right?  shoutouts! pia maria",https://i.ytimg.com/vi/A46QN81TRQc/hqdefault.jpg,25459,7.0,"['chamber pop', 'indie pop', 'baroque pop']",other,"[(76, 72, 76), (167, 159, 160), (140, 140, 142)]"
1520,CvqtFg4CDLc,Trash Talk,No Peace,2014-05-28T13:44:42Z,PT4M42S,"listen: <url>  trash talk's latest album might have ferocity, but the music does little to capture the hardcore punk imagination.  what did you think of this album? love it? hate it? why? what should i review next, eh?  follow tnd on twitter: <url>  like tnd on facebook: <url>  support tnd: <url>  join our forum: <url>  <url>  fav tracks: s.o.s., the hole  least fav track: leech  trash talk - no peace / 2014 / trash talk collective & odd future / hardcore punk  5/10  y'all know this is just my opinion, right?",https://i.ytimg.com/vi/CvqtFg4CDLc/hqdefault.jpg,69466,5.0,['hardcore punk'],other,"[(30, 20, 20), (155, 134, 132), (124, 116, 114)]"
1521,RQIuDXJTGbc,Pink Guy,Self,2014-05-27T19:09:29Z,PT4M12S,"listen: <url>  i'm gonna review this new filthy frank album. but first, let me take a selfie.  what did you think of this album? love it? hate it? why? what should i review next, eh?  follow tnd on twitter: <url>  like tnd on facebook: <url>  support tnd: <url>  join our forum: <url>  <url>  fav tracks: peanutbutter, dick pays rent, loser, friendzone  least fav track: anal beads  pink guy - self-titled / 2014 / fail fail records / pervert rap  burp/10  y'all know this is just my opinion, right?  shoutouts! franku",https://i.ytimg.com/vi/RQIuDXJTGbc/hqdefault.jpg,861314,,['pervert rap'],other,"[(210, 206, 215), (11, 7, 13), (157, 83, 78)]"
1522,7BByISrInfI,The Roots,...And Then You Shoot Your Cousin ft. The Daily Guru,2014-05-23T23:01:46Z,PT15M19S,"listen: <url>  the new roots album is easily the band's dreariest album yet, but it's also their most inconsistent.  thanks to joel for participating in this review. here's his channel: <url>  what did you think of this album? love it? hate it? why? what should i review next, eh?  follow tnd on twitter: <url>  like tnd on facebook: <url>  support tnd: <url>  join our forum: <url>  <url>  fav tracks: understand, when the people cheer  least fav track: never  the roots - ...and then you shoot your cousin / 2014 / def jam / hardcore hip hop, conscious hip hop  4/10 from me  5/10 from joel  y'all know this is just my opinion, right?  shoutout joelllll <url>",https://i.ytimg.com/vi/7BByISrInfI/hqdefault.jpg,77522,4.0,"['hardcore hip hop', 'conscious hip hop']",other,"[(52, 49, 60), (181, 185, 208), (164, 137, 130)]"
